Scale_ID     s0_MS        Scale_MS     Scale_ID_SUp s0_MS_SUp    Scale_MS_SUp Scale_ID_SDw s0_MS_SDw    Scale_MS_SDw Scale_CB     Scale_CB_err 
-0.0012810  0.0401700   0.0021080   0.0045440   0.0724300   0.0045120   0.0002420   0.1567700   0.0023780   -1  -1
-0.0012810  -0.0560110  0.0060260   0.0045440   0.0161940   0.0008400   0.0002420   0.0264390   0.0005790   -1  -1
-0.0004110  -0.0229400  0.0034180   0.0000370   0.0455400   0.0013900   0.0010390   0.0386490   0.0016330   -1  -1
-0.0004110  -0.0106750  0.0029450   0.0000370   0.0102860   0.0004400   0.0010390   0.0102860   0.0004400   -1  -1
-0.0011610  -0.0232050  0.0020350   0.0000590   0.0138050   0.0026860   0.0007650   0.0844070   0.0005550   -1  -1
-0.0011610  -0.0546500  0.0025620   0.0000590   0.0288500   0.0013130   0.0007650   0.0381500   0.0011140   -1  -1
-0.0012290  0.0232280   -0.0044860  0.0005550   0.0297730   0.0020360   0.0000820   0.0708520   0.0019680   -1  -1
-0.0012290  -0.0770280  -0.0027640  0.0005550   0.0290110   0.0010540   0.0000820   0.0244220   0.0040760   -1  -1
-0.0014070  -0.0320600  -0.0053140  0.0000420   0.0404600   0.0049580   0.0002750   0.0238750   0.0013720   -1  -1
-0.0014070  0.0384800   -0.0064820  0.0000420   0.0932700   0.0006620   0.0002750   0.0284800   0.0013730   -1  -1
-0.0015520  -0.0838000  0.0003710   0.0002140   0.0832500   0.0010140   0.0001730   0.0434200   0.0026870   -1  -1
-0.0015520  -0.0957250  0.0005140   0.0002140   0.0579750   0.0015420   0.0001730   0.0223450   0.0017300   -1  -1
-0.0018110  -0.0180110  0.0020480   0.0000850   0.0313110   0.0019820   0.0008180   0.0453390   0.0009680   -1  -1
-0.0018110  0.0237610   -0.0026930  0.0000850   0.0236200   0.0018080   0.0008180   0.0546110   0.0023790   -1  -1
-0.0006770  0.0002850   0.0025440   0.0000560   0.0061360   0.0004860   0.0003810   0.0146850   0.0002510   -1  -1
-0.0006770  -0.0118100  -0.0014310  0.0000560   0.1046950   0.0002650   0.0003810   0.0101070   0.0003650   -1  -1
-0.0005260  -0.0189170  0.0018570   0.0000540   0.0254670   0.0007140   0.0001670   0.0241830   0.0007860   -1  -1
-0.0005260  -0.0428250  -0.0005710  0.0000540   0.0168380   0.0002920   0.0001670   0.0105500   0.0007530   -1  -1
-0.0007210  -0.0472500  0.0024640   0.0000790   0.0223500   0.0004650   0.0002740   0.0164170   0.0009100   -1  -1
-0.0007210  -0.0233800  -0.0008850  0.0000790   0.0186300   0.0002960   0.0002740   0.0105450   0.0007050   -1  -1
-0.0006650  -0.0246850  0.0030550   0.0000790   0.0126230   0.0002600   0.0002810   0.0063640   0.0005600   -1  -1
-0.0006650  -0.0003500  -0.0020110  0.0000790   0.1163700   0.0001300   0.0002810   0.0072500   0.0033230   -1  -1
-0.0007240  -0.0384400  0.0017680   0.0000640   0.0249900   0.0007780   0.0002910   0.0196100   0.0006520   -1  -1
-0.0007240  -0.0131600  -0.0022780  0.0000640   0.0374600   0.0004590   0.0002910   0.0199400   0.0023500   -1  -1
-0.0004060  -0.0799610  -0.0007540  0.0002060   0.1032610   0.0008540   0.0000780   0.0346490   0.0035360   -1  -1
-0.0004060  -0.0544450  -0.0010340  0.0002060   0.1729950   0.0019410   0.0000780   0.0694550   0.0055210   -1  -1
-0.0002910  0.0653600   -0.0029250  0.0000580   0.0756900   0.0028350   0.0005530   0.1010850   0.0041530   -1  -1
-0.0002910  0.0665950   -0.0041880  0.0000580   0.0493080   0.0029030   0.0005530   0.0969950   0.0028160   -1  -1
-0.0005460  -0.0071030  0.0000960   0.0001400   0.1151030   0.0031710   0.0009140   0.0965500   0.0040640   -1  -1
-0.0005460  -0.0021440  -0.0009120  0.0001400   0.0774980   0.0044570   0.0009140   0.1317560   0.0029090   -1  -1
-0.0005420  -0.0325780  0.0010270   0.0001340   0.1586280   0.0025930   0.0005730   0.0777220   0.0064170   -1  -1
-0.0005420  -0.0429690  0.0021460   0.0001340   0.0184000   0.0011580   0.0005730   0.0319440   0.0017090   -1  -1
-0.0003120  -0.0210600  0.0011090   0.0001030   0.0151600   0.0005090   0.0009110   0.0225600   0.0011000   -1  -1
-0.0003120  0.0139950   -0.0002170  0.0001030   0.0091950   0.0005980   0.0009110   0.0159450   0.0009460   -1  -1
-0.0003130  0.0401620   -0.0005420  0.0003080   0.0803380   0.0036070   0.0018550   0.1360620   0.0026030   -1  -1
-0.0003130  -0.0008510  0.0001980   0.0003080   0.0139020   0.0004670   0.0018550   0.0166990   0.0009730   -1  -1
