r1_ID        r2_ID        r2_ID_TG2    r0_MS        r1_MS        r2_MS        SUp_r1_ID    SUp_r2_ID    SUp_r2_ID_TG2 SUp_r0_MS    SUp_r1_MS    SUp_r2_MS    SDw_r1_ID    SDw_r2_ID    SDw_r2_ID_TG2 SDw_r0_MS    SDw_r1_MS    SDw_r2_MS    
0.0079830    0.0001230    0.0000000    0.0974550    0.0148040    0.0001240    0.0087430    0.0000050    0.0000000    0.0028330    0.0017890    0.0000170    0.0031110    0.0000220    0.0000000    0.0512220    0.0019520    0.0000170
0.0079830    0.0001230    0.0000000    0.0531110    0.0180630    0.0001950    0.0087430    0.0000050    0.0000000    0.0121300    0.0005170    0.0000220    0.0031110    0.0000220    0.0000000    0.0260970    0.0001560    0.0000220
0.0027940    0.0000670    0.0000000    0.0548580    0.0170530    0.0001240    0.0023530    0.0000130    0.0000000    0.0394920    0.0013510    0.0000170    0.0015470    0.0000060    0.0000000    0.0394920    0.0028640    0.0000170
0.0027940    0.0000670    0.0000000    0.0084300    0.0200320    0.0001950    0.0023530    0.0000130    0.0000000    0.0518200    0.0002530    0.0000220    0.0015470    0.0000060    0.0000000    0.0077580    0.0001610    0.0000220
0.0114820    0.0004750    0.0000000    0.0157150    0.0175930    0.0001420    0.0020150    0.0000460    0.0000000    0.0310580    0.0011140    0.0000170    0.0046820    0.0000270    0.0000000    0.0127290    0.0015430    0.0000170
0.0114820    0.0004750    0.0000000    0.0108890    0.0249180    0.0000960    0.0020150    0.0000460    0.0000000    0.0612840    0.0009200    0.0000170    0.0046820    0.0000270    0.0000000    0.0083100    0.0013200    0.0000170
0.0062630    0.0003480    0.0000000    0.0078320    0.0245410    0.0001790    0.0017130    0.0000180    0.0000000    0.0549210    0.0013950    0.0000280    0.0021130    0.0000260    0.0000000    0.0107470    0.0007850    0.0000280
0.0062630    0.0003480    0.0000000    0.0174430    0.0371700    0.0002490    0.0017130    0.0000180    0.0000000    0.0440680    0.0003190    0.0000250    0.0021130    0.0000260    0.0000000    0.0318290    0.0002500    0.0000250
0.0060990    0.0002580    0.0000000    0.0795820    0.0381630    0.0001790    0.0012610    0.0000150    0.0000000    0.0297110    0.0003880    0.0000280    0.0015080    0.0000340    0.0000000    0.0297110    0.0000920    0.0000280
0.0060990    0.0002580    0.0000000    0.0670900    0.0301930    0.0002490    0.0012610    0.0000150    0.0000000    0.0374150    0.0003830    0.0000250    0.0015080    0.0000340    0.0000000    0.0374150    0.0003830    0.0000250
0.0061510    0.0002440    0.0000000    0.0272130    0.0242150    0.0001790    0.0013980    0.0000230    0.0000000    0.0329040    0.0009330    0.0000280    0.0017210    0.0000250    0.0000000    0.0329040    0.0001690    0.0000280
0.0061510    0.0002440    0.0000000    0.0739440    0.0214810    0.0002490    0.0013980    0.0000230    0.0000000    0.0332730    0.0007340    0.0000250    0.0017210    0.0000250    0.0000000    0.0395610    0.0002220    0.0000250
0.0037330    0.0002460    0.0000000    0.0979350    0.0132510    0.0001240    0.0010550    0.0000110    0.0000000    0.0049840    0.0005590    0.0000170    0.0021690    0.0000090    0.0000000    0.0077130    0.0015000    0.0000170
0.0037330    0.0002460    0.0000000    0.0685510    0.0175810    0.0001420    0.0010550    0.0000110    0.0000000    0.0311980    0.0004930    0.0000170    0.0021690    0.0000090    0.0000000    0.0311980    0.0031400    0.0000170
0.0035590    0.0000810    0.0000000    0.0995920    0.0056920    0.0001240    0.0002540    0.0000250    0.0000000    0.0004170    0.0022610    0.0000170    0.0010210    0.0000170    0.0000000    0.0294390    0.0005390    0.0000170
0.0035590    0.0000810    0.0000000    0.0921450    0.0160520    0.0001420    0.0002540    0.0000250    0.0000000    0.0120240    0.0007960    0.0000170    0.0010210    0.0000170    0.0000000    0.0154580    0.0002660    0.0000170
0.0050530    0.0001160    0.0000000    0.0963080    0.0158320    0.0001240    0.0001070    0.0000190    0.0000000    0.0035380    0.0011060    0.0000170    0.0003120    0.0000190    0.0000000    0.0349070    0.0003010    0.0000170
0.0050530    0.0001160    0.0000000    0.0935090    0.0175300    0.0001420    0.0001070    0.0000190    0.0000000    0.0052670    0.0008320    0.0000170    0.0003120    0.0000190    0.0000000    0.0390840    0.0002350    0.0000170
0.0049070    0.0001580    0.0000000    0.0980680    0.0177840    0.0001240    0.0001980    0.0000040    0.0000000    0.0031110    0.0005970    0.0000170    0.0004560    0.0000110    0.0000000    0.0114900    0.0002280    0.0000170
0.0049070    0.0001580    0.0000000    0.0226600    0.0190690    0.0001420    0.0001980    0.0000040    0.0000000    0.0403950    0.0005210    0.0000170    0.0004560    0.0000110    0.0000000    0.0188920    0.0002200    0.0000170
0.0031130    0.0000630    0.0000000    0.0983680    0.0110360    0.0001240    0.0003090    0.0000380    0.0000000    0.0028280    0.0010010    0.0000170    0.0012780    0.0000340    0.0000000    0.0221980    0.0010770    0.0000170
0.0031130    0.0000630    0.0000000    0.0992750    0.0155110    0.0001420    0.0003090    0.0000380    0.0000000    0.0014030    0.0008540    0.0000170    0.0012780    0.0000340    0.0000000    0.0057920    0.0004250    0.0000170
0.0043790    0.0002410    0.0000000    0.0993720    0.0130190    0.0001240    0.0012370    0.0000170    0.0000000    0.0010730    0.0005230    0.0000170    0.0011990    0.0000380    0.0000000    0.0133620    0.0004090    0.0000170
0.0043790    0.0002410    0.0000000    0.0838310    0.0176410    0.0001420    0.0012370    0.0000170    0.0000000    0.0180440    0.0005990    0.0000170    0.0011990    0.0000380    0.0000000    0.0180440    0.0027610    0.0000170
0.0073630    0.0002210    0.0000000    0.0774900    0.0230570    0.0001790    0.0006580    0.0000150    0.0000000    0.0268560    0.0002500    0.0000280    0.0013540    0.0000120    0.0000000    0.0424330    0.0003290    0.0000280
0.0073630    0.0002210    0.0000000    0.0548480    0.0226740    0.0002490    0.0006580    0.0000150    0.0000000    0.0402300    0.0003290    0.0000250    0.0013540    0.0000120    0.0000000    0.0402300    0.0002750    0.0000250
0.0060820    0.0002540    0.0000000    0.0386290    0.0369000    0.0001790    0.0019460    0.0000200    0.0000000    0.0425980    0.0001880    0.0000280    0.0016880    0.0000450    0.0000000    0.0341440    0.0002250    0.0000280
0.0060820    0.0002540    0.0000000    0.0819570    0.0296240    0.0002490    0.0019460    0.0000200    0.0000000    0.0236220    0.0008340    0.0000250    0.0016880    0.0000450    0.0000000    0.0508130    0.0010620    0.0000250
0.0061020    0.0003570    0.0000000    0.0568810    0.0233900    0.0001790    0.0027460    0.0000140    0.0000000    0.0365530    0.0022230    0.0000280    0.0020960    0.0000340    0.0000000    0.0453170    0.0022230    0.0000280
0.0061020    0.0003570    0.0000000    0.0521060    0.0384930    0.0002490    0.0027460    0.0000140    0.0000000    0.0343420    0.0001660    0.0000250    0.0020960    0.0000340    0.0000000    0.0277990    0.0003480    0.0000250
0.0108880    0.0004960    0.0000000    0.0169660    0.0185290    0.0001420    0.0011580    0.0000390    0.0000000    0.0464220    0.0009750    0.0000170    0.0037830    0.0000120    0.0000000    0.0267520    0.0043670    0.0000170
0.0108880    0.0004960    0.0000000    0.0544060    0.0250850    0.0000960    0.0011580    0.0000390    0.0000000    0.0361810    0.0009020    0.0000170    0.0037830    0.0000120    0.0000000    0.0527200    0.0009020    0.0000170
0.0028760    0.0000750    0.0000000    0.0822660    0.0181730    0.0001240    0.0014390    0.0000090    0.0000000    0.0227620    0.0025060    0.0000170    0.0011590    0.0000150    0.0000000    0.0644600    0.0013120    0.0000170
0.0028760    0.0000750    0.0000000    0.0225800    0.0180940    0.0001950    0.0014390    0.0000090    0.0000000    0.0239960    0.0002590    0.0000220    0.0011590    0.0000150    0.0000000    0.0141360    0.0002590    0.0000220
0.0046720    0.0001120    0.0000000    0.0921080    0.0166830    0.0001240    0.0020130    0.0000010    0.0000000    0.0102280    0.0011390    0.0000170    0.0020130    0.0000030    0.0000000    0.0721010    0.0005620    0.0000170
0.0046720    0.0001120    0.0000000    0.0629670    0.0170600    0.0001950    0.0020130    0.0000010    0.0000000    0.0243340    0.0016560    0.0000220    0.0020130    0.0000030    0.0000000    0.0354380    0.0016560    0.0000220
