Scale_ID     s0_MS        Scale_MS     Scale_ID_SUp s0_MS_SUp    Scale_MS_SUp Scale_ID_SDw s0_MS_SDw    Scale_MS_SDw Scale_CB     Scale_CB_err 
-0.00077816  0.00912392   0.00327322   0.00049643   0.05230427   0.00089511   0.00240332   0.03305554   0.00093649   -1           -1           
-0.00077816  0.04823045   0.00411930   0.00049643   0.02197975   0.00373783   0.00240332   0.12825697   0.00050960   -1           -1           
0.00002605   -0.02999881  0.00397653   0.00047038   0.04976528   0.00020265   0.00066553   0.00787219   0.00100085   -1           -1           
0.00002605   0.00395053   0.00308888   0.00047038   0.00724426   0.00165534   0.00066553   0.04865093   0.00017389   -1           -1           
-0.00081144  -0.01141814  0.00220123   0.00044045   0.01571445   0.00150179   0.00066715   0.07822011   0.00045539   -1           -1           
-0.00081144  -0.03021409  0.00262233   0.00044045   0.01735967   0.00221285   0.00066715   0.09963157   0.00045375   -1           -1           
-0.00103028  -0.02022090  -0.00276005  0.00047912   0.01546222   0.00087037   0.00043627   0.05463151   0.00045707   -1           -1           
-0.00103028  -0.05062297  -0.00264639  0.00047912   0.02288146   0.00123253   0.00043627   0.10874805   0.00089930   -1           -1           
-0.00108865  -0.06902437  -0.00409854  0.00040972   0.12798126   0.00061773   0.00048245   0.05126000   0.00505427   -1           -1           
-0.00108865  0.01992335   -0.00488770  0.00040972   0.01888841   0.00221812   0.00048245   0.14902679   0.00071099   -1           -1           
-0.00136580  -0.02752180  0.00039966   0.00051867   0.02020697   0.00047043   0.00042841   0.02978253   0.00192375   -1           -1           
-0.00136580  -0.03422754  0.00009209   0.00051867   0.01735531   0.00038766   0.00042841   0.02921645   0.00214671   -1           -1           
-0.00161812  -0.01036471  0.00300260   0.00046406   0.00806044   0.00018221   0.00041131   0.06045457   0.00113077   -1           -1           
-0.00161812  -0.03939929  0.00063255   0.00046406   0.01540264   0.00033533   0.00041131   0.01240337   0.00272371   -1           -1           
-0.00036396  -0.02276796  0.00338722   0.00043859   0.00633100   0.00018477   0.00044446   0.01589955   0.00037994   -1           -1           
-0.00036396  -0.04793004  -0.00008793  0.00043859   0.01737698   0.00030600   0.00044446   0.01127372   0.00082169   -1           -1           
-0.00032520  -0.01174345  0.00193778   0.00046030   0.00952475   0.00051888   0.00042039   0.04134898   0.00025260   -1           -1           
-0.00032520  -0.03059215  -0.00041492  0.00046030   0.01347888   0.00067901   0.00042039   0.04518409   0.00031265   -1           -1           
-0.00046552  -0.03018312  0.00214874   0.00043588   0.00925224   0.00022983   0.00045738   0.03208318   0.00038970   -1           -1           
-0.00046552  -0.03160975  -0.00027940  0.00043588   0.01235782   0.00111130   0.00045738   0.07092466   0.00050543   -1           -1           
-0.00029996  -0.02928415  0.00326080   0.00040831   0.01602360   0.00011820   0.00049048   0.00451677   0.00066133   -1           -1           
-0.00029996  -0.04014742  -0.00037183  0.00040831   0.01422971   0.00041290   0.00049048   0.02358123   0.00065152   -1           -1           
-0.00041572  0.00969580   0.00104075   0.00041009   0.00489102   0.00153607   0.00046881   0.07764491   0.00015049   -1           -1           
-0.00041572  -0.02817942  -0.00087563  0.00041009   0.01801052   0.00124035   0.00046881   0.07021507   0.00047721   -1           -1           
-0.00018837  -0.03986938  -0.00092127  0.00041762   0.02484535   0.00062988   0.00044510   0.02471071   0.00077386   -1           -1           
-0.00018837  -0.02131511  -0.00148385  0.00041762   0.01000159   0.00111490   0.00044510   0.04529484   0.00025861   -1           -1           
-0.00007030  -0.02408840  -0.00100166  0.00042545   0.07478730   0.00041629   0.00050736   0.01764766   0.00181171   -1           -1           
-0.00007030  -0.02278663  -0.00103642  0.00042545   0.01670674   0.00047674   0.00050736   0.01987632   0.00055544   -1           -1           
-0.00013965  0.00008041   0.00044633   0.00043557   0.01311784   0.00136625   0.00078552   0.03768699   0.00031964   -1           -1           
-0.00013965  -0.03978709  0.00018955   0.00043557   0.02416730   0.00150537   0.00078552   0.05223699   0.00067703   -1           -1           
-0.00033208  0.03942360   -0.00102986  0.00051270   0.02315475   0.00306929   0.00065118   0.09590926   0.00060275   -1           -1           
-0.00033208  0.02588500   0.00060932   0.00051270   0.01650060   0.00339876   0.00065118   0.12160494   0.00046111   -1           -1           
0.00044402   -0.01963234  0.00167401   0.00044512   0.01855069   0.00237182   0.00089222   0.01185569   0.00229022   -1           -1           
0.00044402   0.00460038   0.00042967   0.00044512   0.00466238   0.00331026   0.00089222   0.08295728   0.00015661   -1           -1           
0.00020345   0.00309101   0.00010426   0.00042287   0.02249071   0.00421324   0.00205398   0.09739865   0.00058727   -1           -1           
0.00020345   -0.00982399  0.00129943   0.00042287   0.01725364   0.00194650   0.00205398   0.03756860   0.00044065   -1           -1           
